,seq,time,score_omiss,score_commiss,label
0,0,3.063231659009002,3.063231659009002,-0.2517489040201474,0.0
1,0,7.588164998003843,4.524933338994841,-0.1571681746105773,0.0
2,0,7.605219584260536,0.017054586256692872,-0.009607312750676243,0.0
3,0,7.968436229122258,0.3632166448617218,-0.18048689487920902,0.0
4,0,9.827730670909107,1.859294441786849,-0.39595187016136557,0.0
5,0,10.835263035204534,1.007532364295427,-0.41292789851692935,0.0
6,0,11.196816005624578,0.3615529704200444,-0.17983397071168733,0.0
7,0,12.448349520199557,1.2515335145749784,-0.47691446693405465,0.0
8,0,13.410560625000011,0.9622111048004545,-0.4000559649286447,1.0
9,0,14.432984711988826,1.0224240869888153,-0.41675216864098497,0.0
10,0,14.786915969908478,0.3539312579196512,-0.17647607499300438,0.0
11,0,16.002784338819506,1.2158683689110283,-0.4676802537076765,0.0
12,0,16.50444404016495,0.5016597013454458,-0.24027609364798058,1.0
13,0,17.44072333290418,0.9362792927392292,-0.39352672325342786,0.0
14,0,18.677823260106692,1.237099927202511,-0.47290364704785,0.0
15,0,19.052414474940775,0.37459121483408353,-0.18580356310045704,0.0
16,0,20.473792204348044,1.4213777294072685,-0.48418990765786774,0.0
17,0,22.571625152626716,2.097832948278672,-0.36116033952056714,0.0
18,0,23.461297293166886,0.8896721405401706,-0.38065478966514316,0.0
19,0,24.079010983107967,0.6177136899410804,-0.28747318347169104,1.0
20,0,27.752154847291944,3.6731438641839773,-0.2066038615800765,0.0
21,0,31.137315740986804,3.3851608936948594,-0.22432608898423656,0.0
22,0,32.02533585565626,0.8880201146694553,-0.3800018654976215,0.0
23,0,36.03591187195796,4.010576016301698,-0.18459098964648823,0.0
24,0,37.805716623983336,1.7698047520253795,-0.4117153250629605,0.0
25,0,38.21452873114359,0.4088121071602515,-0.20128719335882844,0.0
26,0,38.40415195266698,0.18962322152339084,-0.09747225072288032,0.0
27,0,39.9894849208351,1.5853329681681245,-0.44921182725492026,1.0
28,0,40.02370617392953,0.03422125309442947,-0.016976028355563846,0.0
29,0,41.49425741199851,1.4705512380689783,-0.4736498460964462,0.0
30,0,42.392505574694766,0.8982481626962553,-0.38280011192985725,0.0
31,0,42.82249115475227,0.42998558005750454,-0.2098684824176849,0.0
32,0,43.74329223953016,0.9208010847778922,-0.3888629791997015,0.0
33,0,46.16053158835782,2.417239348827657,-0.3190000932748811,0.0
34,0,46.678576985902474,0.518045397544654,-0.2466187855610484,0.0
35,0,48.42746741501465,1.7488904291121727,-0.4160059695923888,0.0
36,0,50.127384095206764,1.6999166801921177,-0.4260796567484376,0.0
37,0,51.131747612641504,1.00436351743474,-0.41152877530081144,1.0
38,0,51.20476054310883,0.07301293046732837,-0.03693685290551254,0.0
39,0,53.93305006032336,2.7282895172145274,-0.28458166215838077,0.0
40,0,53.933975414927204,0.0009253546038436866,-0.0002798246432235799,0.0
41,0,54.38824250502441,0.4542670900972041,-0.2196623449305102,0.0
42,0,56.026123203658685,1.6378806986342767,-0.4391381400988713,0.0
43,0,56.454245923774764,0.4281227201160789,-0.2094953828933868,0.0
44,0,57.87500752124223,1.420761597467468,-0.4843764574200168,0.0
45,0,58.648347422456375,0.7733399012141433,-0.3420389889002891,0.0
46,0,59.74851920687977,1.1001717844233951,-0.4346609458072941,0.0
47,0,64.9316161343235,5.183096927443735,-0.13030500886111374,0.0
48,0,66.99518392087866,2.0635677865551543,-0.365917358455368,0.0
49,0,71.58986667350212,4.594682752623456,-0.15325062960544722,0.0
50,0,72.13329327060907,0.5434265971069578,-0.2571588471224699,0.0
51,0,76.82284596624645,4.689552695637374,-0.1501725585299879,0.0
52,0,80.3905896776094,3.567743711362951,-0.21341292789851696,0.0
53,0,84.00604145188811,3.6154517742787107,-0.2100550321798339,0.0
54,0,87.41132445147315,3.40528299958504,-0.22330006529241675,0.0
55,0,88.02035096303919,0.6090265115660429,-0.2847682119205298,0.0
56,0,90.12571986255641,2.1053688995172166,-0.3603208655908964,1.0
57,0,90.14968475810926,0.023964895552850862,-0.012405559182912041,0.0
58,0,91.47922909985253,1.3295443417432722,-0.4942635948139166,0.0
59,0,91.96793014902275,0.48870104917021706,-0.23477287566458352,0.0
60,0,92.39843370527267,0.4305035562499171,-0.20996175729875943,0.0
61,0,92.93624775933831,0.5378140540656489,-0.255759723906352,0.0
