,seq,time,score_omiss,score_commiss,label
0,0,3.063231659009002,0.6779855150842857,-0.22133014755522062,0.0
1,0,7.588164998003843,1.1679332653265373,-0.7180374727086953,0.0
2,0,7.605219584260536,0.012245832013848199,-0.7180374727086953,0.0
3,0,7.968436229122258,0.26080316172224244,-0.7180374727086953,0.0
4,0,9.827730670909107,1.3350430820019537,-0.7180374727086953,0.0
5,0,10.835263035204534,0.723445992530905,-0.7180374727086953,0.0
6,0,11.196816005624578,0.2596085811307304,-0.7180374727086953,0.0
7,0,12.448349520199557,0.8986479618156487,-0.7180374727086953,0.0
8,0,13.410560625000011,0.6909036299031599,-0.7180374727086953,1.0
9,0,14.432984711988826,0.7341388074579441,-0.7180374727086953,0.0
10,0,14.786915969908478,0.25413590594923574,-0.7180374727086953,0.0
11,0,16.002784338819506,0.8730390507593184,-0.7180374727086953,0.0
12,0,16.50444404016495,0.3602104641138828,-0.7180374727086953,1.0
13,0,17.44072333290418,0.6722836171079608,-0.7180374727086953,0.0
14,0,18.677823260106692,0.888284105216602,-0.7180374727086953,0.0
15,0,19.052414474940775,0.2689705291983453,-0.7180374727086953,0.0
16,0,20.473792204348044,1.020602472588019,-0.7180374727086953,0.0
17,0,22.571625152626716,1.5063226683470488,-0.7180374727086953,0.0
18,0,23.461297293166886,0.6388179353327993,-0.7180374727086953,0.0
19,0,24.079010983107967,0.44354157678285605,-0.7180374727086953,1.0
20,0,27.752154847291944,2.6374549371341143,-0.7180374727086953,0.0
21,0,31.137315740986804,2.430672372820965,-0.7180374727086953,0.0
22,0,32.02533585565626,0.6376317188517415,-0.7180374727086953,0.0
23,0,36.03591187195796,2.8797438668513786,-0.7180374727086953,0.0
24,0,37.805716623983336,1.2707861313321427,-0.7180374727086953,0.0
25,0,38.21452873114359,0.2935424122380633,-0.7180374727086953,0.0
26,0,38.40415195266698,0.13615657874953663,-0.7180374727086953,0.0
27,0,39.9894849208351,1.1383284778652147,-0.7180374727086953,1.0
28,0,40.02370617392953,0.024572142084848758,-0.7180374727086953,0.0
29,0,41.49425741199851,1.0559108944716922,-0.7180374727086953,0.0
30,0,42.392505574694766,0.6449758406076481,-0.7180374727086953,0.0
31,0,42.82249115475227,0.30874575920567293,-0.7180374727086953,0.0
32,0,43.74329223953016,0.6611696837813429,-0.7180374727086953,0.0
33,0,46.16053158835782,1.7356684329642231,-0.7180374727086953,0.0
34,0,46.678576985902474,0.3719760080013347,-0.7180374727086953,0.0
35,0,48.42746741501465,1.2557688637641302,-0.7180374727086953,0.0
36,0,50.127384095206764,1.2206038768605036,-0.7180374727086953,0.0
37,0,51.131747612641504,0.7211706417396564,-0.7180374727086953,1.0
38,0,51.20476054310883,0.052426020067816166,-0.7180374727086953,0.0
39,0,53.93305006032336,1.9590141097583458,-0.7180374727086953,0.0
40,0,53.933975414927204,0.0006644392811032767,-0.7180374727086953,0.0
41,0,54.38824250502441,0.32618079330812966,-0.7180374727086953,0.0
42,0,56.026123203658685,1.1760597174457084,-0.7180374727086953,0.0
43,0,56.454245923774764,0.3074081559613214,-0.7180374727086953,0.0
44,0,57.87500752124223,1.0201600667671096,-0.7180374727086953,0.0
45,0,58.648347422456375,0.33364488296409156,-0.22133014755522062,0.0
46,0,59.74851920687977,0.24350118338252041,-0.22133014755522062,0.0
47,0,64.9316161343235,1.1471756077441326,-0.22133014755522062,0.0
48,0,66.99518392087866,0.45672976268845233,-0.22133014755522062,0.0
49,0,71.58986667350212,1.0169418116075768,-0.22133014755522062,0.0
50,0,72.13329327060907,0.12027668892311441,-0.22133014755522062,0.0
51,0,76.82284596624645,1.0379393900934026,-0.22133014755522062,0.0
52,0,80.3905896776094,0.7896492420751724,-0.22133014755522062,0.0
53,0,84.00604145188811,0.8305446871182047,-0.7180374727086953,0.0
54,0,87.41132445147315,2.4451207988799273,-0.7180374727086953,0.0
55,0,88.02035096303919,0.4373038571774745,-0.7180374727086953,0.0
56,0,90.12571986255641,1.5117337637288293,-0.7180374727086953,1.0
57,0,90.14968475810926,0.017207693036496885,-0.7180374727086953,0.0
58,0,91.47922909985253,0.9546626589994851,-0.7180374727086953,0.0
59,0,91.96793014902275,0.3509056662562705,-0.7180374727086953,0.0
60,0,92.39843370527267,0.30911768552179614,-0.7180374727086953,0.0
61,0,92.93624775933831,0.38617064416851615,-0.7180374727086953,0.0
62,0,98.25742700506623,3.8208060974324365,-0.7180374727086953,0.0
63,0,99.27668725453137,0.7318670535583791,-0.7180374727086953,0.0
0,1,5.332053044587175,1.180144087130743,-0.22133014755522062,0.0
1,1,7.8343870355448875,0.5538419514511146,-0.22133014755522062,0.0
2,1,12.571307131456432,1.5635723192754918,-0.7180374727086953,1.0
3,1,16.48593790461661,2.8108515869476194,-0.7180374727086953,0.0
4,1,20.348111693700083,2.7731855066752638,-0.7180374727086953,0.0
5,1,22.56215635862806,1.5851288074543555,-0.22133014755522062,1.0
6,1,26.686454772089682,1.1903196968156342,-0.7180374727086953,0.0
7,1,27.14562095091215,0.32969852259499355,-0.7180374727086953,0.0
8,1,28.96169536087498,1.3040094795806458,-0.7180374727086953,0.0
9,1,31.14691674928424,1.5690708430423719,-0.7180374727086953,0.0
10,1,31.84062024814106,0.4981051071283304,-0.7180374727086953,0.0
11,1,32.71405017646775,0.3845979795176657,-0.22133014755522062,0.0
12,1,33.92469665878503,0.7562735133306785,-0.7180374727086953,0.0
13,1,35.63153377655226,1.2255730103669749,-0.7180374727086953,0.0
14,1,37.03130224307923,1.0050862120823527,-0.7180374727086953,0.0
15,1,37.4671344452269,0.3129438529551748,-0.7180374727086953,0.0
16,1,41.803682792422286,3.1138042154992474,-0.7180374727086953,0.0
17,1,44.24553127434791,1.75333871269944,-0.7180374727086953,0.0
18,1,45.64527969506826,1.0050718184420275,-0.7180374727086953,0.0
19,1,45.881446524176056,0.16957663311018728,-0.7180374727086953,0.0
20,1,48.99018873445486,2.232193399971437,-0.7180374727086953,0.0
21,1,49.8120579163025,0.5901328702310417,-0.7180374727086953,1.0
22,1,53.39109606502206,2.5698835070346018,-0.7180374727086953,0.0
23,1,54.075856339295,0.4916835367502544,-0.7180374727086953,0.0
24,1,55.31130665122874,0.8870996196380716,-0.7180374727086953,0.0
25,1,56.97572257664028,1.195113004618606,-0.7180374727086953,0.0
26,1,57.402176039428696,0.3062095666484659,-0.7180374727086953,0.0
27,1,57.60503453272675,0.14565999984522718,-0.7180374727086953,0.0
28,1,61.219815359020544,2.5955480889078464,-0.7180374727086953,0.0
29,1,61.98580235580645,0.5500073672998749,-0.7180374727086953,0.0
30,1,62.62370227098944,0.4580360429390864,-0.7180374727086953,0.0
31,1,64.08392163417453,1.0484922211417222,-0.7180374727086953,0.0
32,1,65.74852540726548,1.1952478862915812,-0.7180374727086953,0.0
33,1,70.30293909835294,1.5489847056902677,-0.22133014755522062,0.0
34,1,74.4897030155548,0.9266570755731608,-0.22133014755522062,0.0
35,1,75.95100270386153,0.32342967563532826,-0.22133014755522062,0.0
36,1,78.17004425323371,0.4911407935537097,-0.22133014755522062,1.0
37,1,83.09482180946387,1.0900017431970588,-0.22133014755522062,0.0
38,1,83.1836228840651,0.019654354944553618,-0.22133014755522062,0.0
39,1,84.85051086098566,0.3689325618898514,-0.22133014755522062,0.0
40,1,89.78159861648139,1.0913983805316103,-0.22133014755522062,0.0
41,1,94.75257648445883,1.1002272650131826,-0.22133014755522062,0.0
42,1,99.53470771153368,1.0584298101169063,-0.22133014755522062,0.0
0,2,4.457629585991374,0.9866078140139879,-0.22133014755522062,0.0
1,2,5.298509772587735,0.186112135775634,-0.22133014755522062,0.0
2,2,8.483477995409823,0.7049294867159014,-0.22133014755522062,0.0
3,2,12.003188075349025,0.7790179513445409,-0.22133014755522062,0.0
4,2,14.28198649280635,0.5043667899844332,-0.22133014755522062,0.0
5,2,14.669079089327969,0.08567526150566336,-0.22133014755522062,0.0
6,2,18.5722342417087,0.8638859058073467,-0.22133014755522062,0.0
7,2,21.11048262904982,0.561790890102011,-0.22133014755522062,0.0
8,2,25.151461639237382,0.8943904805923627,-0.22133014755522062,0.0
9,2,30.412298148983595,1.1643817209660212,-0.22133014755522062,0.0
10,2,33.94817487510859,0.869938257015248,-0.7180374727086953,0.0
11,2,36.311332799839164,1.6968359438850653,-0.7180374727086953,1.0
12,2,37.474822199289584,0.835428987904737,-0.7180374727086953,0.0
13,2,37.62890434054667,0.11063675129778149,-0.7180374727086953,0.0
14,2,38.24531351012824,0.4426048822808181,-0.7180374727086953,0.0
15,2,39.01565105014466,0.553131220366024,-0.7180374727086953,0.0
16,2,39.73099426089925,0.5136432311695491,-0.7180374727086953,0.0
17,2,39.82115667820724,0.06473999425713349,-0.7180374727086953,0.0
18,2,40.07950229975459,0.18550183718121552,-0.7180374727086953,0.0
19,2,40.30785709684129,0.1639673013810424,-0.7180374727086953,0.0
20,2,41.536414242568036,0.8821500679958414,-0.7180374727086953,0.0
21,2,42.53581234582499,0.7176052882924898,-0.7180374727086953,0.0
22,2,43.1657414209654,0.4523126810995408,-0.7180374727086953,0.0
23,2,44.29429273168755,0.8103421309730194,-0.7180374727086953,0.0
24,2,48.62763320103803,3.1115008389987318,-0.7180374727086953,0.0
25,2,48.803951827167495,0.12660338069747032,-0.7180374727086953,0.0
26,2,50.9227038867369,1.5213433741495568,-0.7180374727086953,0.0
27,2,54.37795288119481,2.480998255559819,-0.7180374727086953,0.0
28,2,56.35503403383563,1.4196183541822094,-0.7180374727086953,0.0
29,2,57.54215907609337,0.8524002651319511,-0.7180374727086953,0.0
30,2,62.94154430911742,3.876960926901238,-0.7180374727086953,0.0
31,2,63.56111823577152,0.4448772964509113,-0.7180374727086953,0.0
32,2,64.97858645229537,1.0177952958376926,-0.7180374727086953,0.0
33,2,65.02927613703594,0.03639709312351319,-0.7180374727086953,0.0
34,2,66.0004890060386,0.6973672339208385,-0.7180374727086953,0.0
35,2,70.84919151100249,1.1071287698059562,-0.22133014755522062,0.0
36,2,76.30869065288974,1.2083517506515054,-0.22133014755522062,1.0
37,2,80.48723921488609,0.9248387697933073,-0.22133014755522062,0.0
38,2,83.4816978822977,0.6627639787062203,-0.22133014755522062,1.0
39,2,85.04299324247837,0.3455617324460711,-0.22133014755522062,0.0
40,2,85.72309637849098,0.15052732744643807,-0.22133014755522062,0.0
41,2,85.95985761027194,0.05240239836543571,-0.22133014755522062,0.0
42,2,87.70450213040696,0.3861424290728923,-0.22133014755522062,0.0
43,2,92.49399942949816,1.060060143923185,-0.22133014755522062,0.0
44,2,96.13229557278937,0.8052646222442346,-0.22133014755522062,0.0
45,2,96.24561485061747,0.025080972482543783,-0.22133014755522062,0.0
0,3,0.4772053214786661,0.10561992421700966,-0.22133014755522062,0.0
1,3,2.051853508535977,0.34851711558895526,-0.22133014755522062,0.0
2,3,5.282309185828212,0.7149972317256906,-0.22133014755522062,0.0
3,3,9.222023323269404,0.8719775113652478,-0.22133014755522062,0.0
